"","ST","STATE","OCC_TITLE","A_MEAN","Year","A_ADJ"
"7027","GA","Georgia","Business and Financial Operations Occupations",70750,2015,69775
"7050","GA","Georgia","Financial Analysts",78700,2015,77616
"7051","GA","Georgia","Personal Financial Advisors",116700,2015,115092
"7059","GA","Georgia","Computer and Mathematical Occupations",81100,2015,79983
"70601","GA","Georgia","Computer and Information Research Scientists",93130,2015,91847
"70611","GA","Georgia","Computer Systems Analysts",85510,2015,84332
"7063","GA","Georgia","Computer Programmers",83590,2015,82438
"7064","GA","Georgia","Software Developers, Applications",93550,2015,92261
"7065","GA","Georgia","Software Developers, Systems Software",95570,2015,94253
"7066","GA","Georgia","Web Developers",78170,2015,77093
"7067","GA","Georgia","Database Administrators",83810,2015,82655
"7068","GA","Georgia","Network and Computer Systems Administrators",82540,2015,81403
"70741","GA","Georgia","Operations Research Analysts",64530,2015,63641
"70751","GA","Georgia","Statisticians",84050,2015,82892
"7506","GA","Georgia","Data Entry Keyers",29300,2015,28896
"7514","GA","Georgia","Statistical Assistants",28010,2015,27624
"7782","HI","Hawaii","Computer and Information Systems Managers",106650,2015,81984
"7783","HI","Hawaii","Financial Managers",99720,2015,76657
"7805","HI","Hawaii","Business and Financial Operations Occupations",64030,2015,49221
"7827","HI","Hawaii","Financial Analysts",68050,2015,52312
"7828","HI","Hawaii","Personal Financial Advisors",97280,2015,74781
"78361","HI","Hawaii","Computer and Mathematical Occupations",76440,2015,58761
"7837","HI","Hawaii","Computer and Information Research Scientists",110230,2015,84736
"7838","HI","Hawaii","Computer Systems Analysts",78140,2015,60068
"7840","HI","Hawaii","Computer Programmers",73400,2015,56424
"7841","HI","Hawaii","Software Developers, Applications",86950,2015,66840
"7842","HI","Hawaii","Software Developers, Systems Software",93950,2015,72221
"7843","HI","Hawaii","Web Developers",NA,2015,NA
"78441","HI","Hawaii","Database Administrators",69850,2015,53695
"78451","HI","Hawaii","Network and Computer Systems Administrators",73550,2015,56540
"78501","HI","Hawaii","Operations Research Analysts",63690,2015,48960
"78511","HI","Hawaii","Statisticians",64670,2015,49713
"8204","HI","Hawaii","Data Entry Keyers",36830,2015,28312
"8211","HI","Hawaii","Statistical Assistants",42180,2015,32425
"8385","ID","Idaho","Computer and Information Systems Managers",104410,2015,102090
"8386","ID","Idaho","Financial Managers",91470,2015,89437
"8409","ID","Idaho","Business and Financial Operations Occupations",63500,2015,62089
"8430","ID","Idaho","Financial Analysts",74230,2015,72580
"8431","ID","Idaho","Personal Financial Advisors",97080,2015,94922
"8439","ID","Idaho","Computer and Mathematical Occupations",68550,2015,67026
"8440","ID","Idaho","Computer Systems Analysts",80800,2015,79004
"8442","ID","Idaho","Computer Programmers",66620,2015,65139
"8443","ID","Idaho","Software Developers, Applications",78600,2015,76853
"8444","ID","Idaho","Web Developers",47070,2015,46024
"84451","ID","Idaho","Database Administrators",63200,2015,61795
"84461","ID","Idaho","Network and Computer Systems Administrators",63510,2015,62099
"8450","ID","Idaho","Operations Research Analysts",68350,2015,66831
"8451","ID","Idaho","Statisticians",73780,2015,72140
"8827","ID","Idaho","Data Entry Keyers",27240,2015,26635
"9052","IL","Illinois","Computer and Information Systems Managers",128470,2015,117677
"9053","IL","Illinois","Financial Managers",125220,2015,114700
"9077","IL","Illinois","Business and Financial Operations Occupations",72640,2015,66538
"9100","IL","Illinois","Financial Analysts",96000,2015,87935
"9101","IL","Illinois","Personal Financial Advisors",108380,2015,99275
"9109","IL","Illinois","Computer and Mathematical Occupations",82540,2015,75606
"9110","IL","Illinois","Computer and Information Research Scientists",103930,2015,95199
"9111","IL","Illinois","Computer Systems Analysts",88390,2015,80964
"9113","IL","Illinois","Computer Programmers",77360,2015,70861
"9114","IL","Illinois","Software Developers, Applications",91020,2015,83373
"9115","IL","Illinois","Software Developers, Systems Software",104860,2015,96051
"9116","IL","Illinois","Web Developers",73830,2015,67628
"9117","IL","Illinois","Database Administrators",82800,2015,75844
"9118","IL","Illinois","Network and Computer Systems Administrators",81900,2015,75020
"9124","IL","Illinois","Operations Research Analysts",86200,2015,78958
"9125","IL","Illinois","Statisticians",81910,2015,75029
"9565","IL","Illinois","Data Entry Keyers",31360,2015,28725
"9573","IL","Illinois","Statistical Assistants",50750,2015,46486
"9853","IN","Indiana","Computer and Information Systems Managers",108570,2015,109317
"9854","IN","Indiana","Financial Managers",105600,2015,106327
"9879","IN","Indiana","Business and Financial Operations Occupations",62560,2015,62991
"9902","IN","Indiana","Financial Analysts",72400,2015,72898
"99031","IN","Indiana","Personal Financial Advisors",100510,2015,101202
"9911","IN","Indiana","Computer and Mathematical Occupations",69140,2015,69616
"9912","IN","Indiana","Computer and Information Research Scientists",101800,2015,102501
"9913","IN","Indiana","Computer Systems Analysts",74110,2015,74620
"9915","IN","Indiana","Computer Programmers",67760,2015,68226
"9916","IN","Indiana","Software Developers, Applications",81570,2015,82131
"9917","IN","Indiana","Software Developers, Systems Software",79800,2015,80349
"9918","IN","Indiana","Web Developers",56140,2015,56526
"9919","IN","Indiana","Database Administrators",71310,2015,71801
"9920","IN","Indiana","Network and Computer Systems Administrators",68850,2015,69324
"99261","IN","Indiana","Operations Research Analysts",71970,2015,72465
"99271","IN","Indiana","Statisticians",61310,2015,61732
"10360","IN","Indiana","Data Entry Keyers",26790,2015,26974
"10368","IN","Indiana","Statistical Assistants",36070,2015,36318
"10640","IA","Iowa","Computer and Information Systems Managers",115870,2015,117184
"10641","IA","Iowa","Financial Managers",108180,2015,109407
"10666","IA","Iowa","Business and Financial Operations Occupations",61270,2015,61965
"10687","IA","Iowa","Financial Analysts",78390,2015,79279
"10688","IA","Iowa","Personal Financial Advisors",78270,2015,79158
"10696","IA","Iowa","Computer and Mathematical Occupations",72370,2015,73191
"10697","IA","Iowa","Computer Systems Analysts",79560,2015,80462
"10699","IA","Iowa","Computer Programmers",70560,2015,71360
"10700","IA","Iowa","Software Developers, Applications",83010,2015,83952
"10701","IA","Iowa","Software Developers, Systems Software",87720,2015,88715
"10702","IA","Iowa","Web Developers",61010,2015,61702
"10703","IA","Iowa","Database Administrators",79720,2015,80624
"10704","IA","Iowa","Network and Computer Systems Administrators",69890,2015,70683
"10710","IA","Iowa","Operations Research Analysts",73530,2015,74364
"10711","IA","Iowa","Statisticians",68630,2015,69408
"11120","IA","Iowa","Data Entry Keyers",28840,2015,29167
"11128","IA","Iowa","Statistical Assistants",51000,2015,51578
"11377","KS","Kansas","Computer and Information Systems Managers",109140,2015,110256
"11378","KS","Kansas","Financial Managers",113750,2015,114913
"11402","KS","Kansas","Business and Financial Operations Occupations",65740,2015,66412
"11424","KS","Kansas","Financial Analysts",82930,2015,83778
"11425","KS","Kansas","Personal Financial Advisors",127280,2015,128581
"11433","KS","Kansas","Computer and Mathematical Occupations",71590,2015,72322
"11434","KS","Kansas","Computer and Information Research Scientists",104110,2015,105174
"11435","KS","Kansas","Computer Systems Analysts",76520,2015,77302
"11437","KS","Kansas","Computer Programmers",68680,2015,69382
"11438","KS","Kansas","Software Developers, Applications",90490,2015,91415
"11439","KS","Kansas","Software Developers, Systems Software",96560,2015,97547
"11440","KS","Kansas","Web Developers",58160,2015,58755
"11441","KS","Kansas","Database Administrators",78020,2015,78818
"11442","KS","Kansas","Network and Computer Systems Administrators",69590,2015,70301
"11448","KS","Kansas","Operations Research Analysts",71040,2015,71766
"11449","KS","Kansas","Statisticians",71290,2015,72019
"11843","KS","Kansas","Data Entry Keyers",30570,2015,30883
"11851","KS","Kansas","Statistical Assistants",39820,2015,40227
"12096","KY","Kentucky","Computer and Information Systems Managers",106440,2015,109713
"12097","KY","Kentucky","Financial Managers",98390,2015,101415
"12121","KY","Kentucky","Business and Financial Operations Occupations",60580,2015,62443
"12143","KY","Kentucky","Financial Analysts",76210,2015,78553
"12144","KY","Kentucky","Personal Financial Advisors",84840,2015,87449
"12152","KY","Kentucky","Computer and Mathematical Occupations",67690,2015,69771
"12153","KY","Kentucky","Computer Systems Analysts",74880,2015,77182
"121551","KY","Kentucky","Computer Programmers",69370,2015,71503
"12156","KY","Kentucky","Software Developers, Applications",73070,2015,75317
"12157","KY","Kentucky","Software Developers, Systems Software",84780,2015,87387
"12158","KY","Kentucky","Web Developers",51710,2015,53300
"12159","KY","Kentucky","Database Administrators",71900,2015,74111
"12160","KY","Kentucky","Network and Computer Systems Administrators",63900,2015,65865
"12165","KY","Kentucky","Operations Research Analysts",73580,2015,75842
"12166","KY","Kentucky","Statisticians",78160,2015,80563
"12571","KY","Kentucky","Data Entry Keyers",29600,2015,30510
"12579","KY","Kentucky","Statistical Assistants",51500,2015,53083
"12845","LA","Louisiana","Computer and Information Systems Managers",94470,2015,95225
"12846","LA","Louisiana","Financial Managers",99520,2015,100316
"12871","LA","Louisiana","Business and Financial Operations Occupations",59500,2015,59976
"12894","LA","Louisiana","Financial Analysts",83060,2015,83724
"12895","LA","Louisiana","Personal Financial Advisors",96120,2015,96888
"12903","LA","Louisiana","Computer and Mathematical Occupations",62590,2015,63090
"12904","LA","Louisiana","Computer and Information Research Scientists",77890,2015,78513
"12905","LA","Louisiana","Computer Systems Analysts",72540,2015,73120
"12907","LA","Louisiana","Computer Programmers",67720,2015,68261
"12908","LA","Louisiana","Software Developers, Applications",78100,2015,78724
"12909","LA","Louisiana","Software Developers, Systems Software",73410,2015,73997
"12910","LA","Louisiana","Web Developers",53230,2015,53655
"12911","LA","Louisiana","Database Administrators",68380,2015,68927
"12912","LA","Louisiana","Network and Computer Systems Administrators",63420,2015,63927
"12917","LA","Louisiana","Operations Research Analysts",55710,2015,56155
"12918","LA","Louisiana","Statisticians",71510,2015,72082
"13332","LA","Louisiana","Data Entry Keyers",28700,2015,28929
"13340","LA","Louisiana","Statistical Assistants",47340,2015,47718
"13596","ME","Maine","Computer and Information Systems Managers",109140,2015,101705
"13597","ME","Maine","Financial Managers",100900,2015,94027
"13620","ME","Maine","Business and Financial Operations Occupations",61150,2015,56984
"13642","ME","Maine","Financial Analysts",72250,2015,67328
"13643","ME","Maine","Personal Financial Advisors",131260,2015,122319
"13651","ME","Maine","Computer and Mathematical Occupations",70510,2015,65707
"13652","ME","Maine","Computer Systems Analysts",78140,2015,72817
"13654","ME","Maine","Computer Programmers",64980,2015,60554
"13655","ME","Maine","Software Developers, Applications",86340,2015,80458
"13656","ME","Maine","Software Developers, Systems Software",98950,2015,92209
"13657","ME","Maine","Web Developers",54270,2015,50573
"13658","ME","Maine","Database Administrators",65020,2015,60591
"13659","ME","Maine","Network and Computer Systems Administrators",67590,2015,62986
"13665","ME","Maine","Operations Research Analysts",69880,2015,65120
"13666","ME","Maine","Statisticians",NA,2015,NA
"14025","ME","Maine","Data Entry Keyers",29510,2015,27500
"14032","ME","Maine","Statistical Assistants",41590,2015,38757
